match_id,season,captain1_id,captain1_name,captain1_team,captain2_id,captain2_name,captain2_team
1136616,2018,12894,Ravichandran Ashwin,Kings XI Punjab,7593,MS Dhoni,Chennai Super Kings
1136617,2018,51088,Kane Williamson,Sunrisers Hyderabad,7593,MS Dhoni,Chennai Super Kings
1136618,2018,8813,Dinesh Karthik,Kolkata Knight Riders,51096,Ajinkya Rahane,Rajasthan Royals
1136619,2018,51088,Kane Williamson,Sunrisers Hyderabad,8813,Dinesh Karthik,Kolkata Knight Riders
1136620,2018,51088,Kane Williamson,Sunrisers Hyderabad,7593,MS Dhoni,Chennai Super Kings
1175356,2019,49752,Virat Kohli,Royal Challengers Bangalore,7593,MS Dhoni,Chennai Super Kings
1175357,2019,54282,Bhuvneshwar Kumar,Sunrisers Hyderabad,8813,Dinesh Karthik,Kolkata Knight Riders
1175358,2019,71331,Shreyas Iyer,Delhi Capitals,48405,Rohit Sharma,Mumbai Indians
1175359,2019,12894,Ravichandran Ashwin,Kings XI Punjab,51096,Ajinkya Rahane,Rajasthan Royals
1175360,2019,71331,Shreyas Iyer,Delhi Capitals,7593,MS Dhoni,Chennai Super Kings
1175361,2019,8813,Dinesh Karthik,Kolkata Knight Riders,12894,Ravichandran Ashwin,Kings XI Punjab
1175362,2019,48405,Rohit Sharma,Mumbai Indians,49752,Virat Kohli,Royal Challengers Bangalore
1175363,2019,51096,Ajinkya Rahane,Rajasthan Royals,51088,Kane Williamson,Sunrisers Hyderabad
1175364,2019,48405,Rohit Sharma,Mumbai Indians,12894,Ravichandran Ashwin,Kings XI Punjab
1175365,2019,8813,Dinesh Karthik,Kolkata Knight Riders,71331,Shreyas Iyer,Delhi Capitals
1175366,2019,54282,Bhuvneshwar Kumar,Sunrisers Hyderabad,49752,Virat Kohli,Royal Challengers Bangalore
1175367,2019,7593,MS Dhoni,Chennai Super Kings,51096,Ajinkya Rahane,Rajasthan Royals
1175368,2019,12894,Ravichandran Ashwin,Kings XI Punjab,71331,Shreyas Iyer,Delhi Capitals
1175369,2019,49752,Virat Kohli,Royal Challengers Bangalore,51096,Ajinkya Rahane,Rajasthan Royals
1175370,2019,48405,Rohit Sharma,Mumbai Indians,7593,MS Dhoni,Chennai Super Kings
1175371,2019,71331,Shreyas Iyer,Delhi Capitals,54282,Bhuvneshwar Kumar,Sunrisers Hyderabad
1175372,2019,49752,Virat Kohli,Royal Challengers Bangalore,8813,Dinesh Karthik,Kolkata Knight Riders
1178393,2019,7593,MS Dhoni,Chennai Super Kings,12894,Ravichandran Ashwin,Kings XI Punjab
1178394,2019,48405,Rohit Sharma,Mumbai Indians,54282,Bhuvneshwar Kumar,Sunrisers Hyderabad
1178395,2019,49752,Virat Kohli,Royal Challengers Bangalore,71331,Shreyas Iyer,Delhi Capitals
1178396,2019,51096,Ajinkya Rahane,Rajasthan Royals,8813,Dinesh Karthik,Kolkata Knight Riders
1178397,2019,54282,Bhuvneshwar Kumar,Sunrisers Hyderabad,12894,Ravichandran Ashwin,Kings XI Punjab
1178398,2019,8813,Dinesh Karthik,Kolkata Knight Riders,7593,MS Dhoni,Chennai Super Kings
1178399,2019,12894,Ravichandran Ashwin,Kings XI Punjab,49040,Kieron Pollard,Mumbai Indians
1178400,2019,51096,Ajinkya Rahane,Rajasthan Royals,7593,MS Dhoni,Chennai Super Kings
1178401,2019,8813,Dinesh Karthik,Kolkata Knight Riders,71331,Shreyas Iyer,Delhi Capitals
1178402,2019,48405,Rohit Sharma,Mumbai Indians,51096,Ajinkya Rahane,Rajasthan Royals
1178403,2019,12894,Ravichandran Ashwin,Kings XI Punjab,49752,Virat Kohli,Royal Challengers Bangalore
1178404,2019,8813,Dinesh Karthik,Kolkata Knight Riders,7593,MS Dhoni,Chennai Super Kings
1178405,2019,71331,Shreyas Iyer,Delhi Capitals,51088,Kane Williamson,Sunrisers Hyderabad
1178406,2019,49752,Virat Kohli,Royal Challengers Bangalore,48405,Rohit Sharma,Mumbai Indians
1178407,2019,12894,Ravichandran Ashwin,Kings XI Punjab,51096,Ajinkya Rahane,Rajasthan Royals
1178408,2019,15716,Suresh Raina,Chennai Super Kings,51088,Kane Williamson,Sunrisers Hyderabad
1178409,2019,48405,Rohit Sharma,Mumbai Indians,71331,Shreyas Iyer,Delhi Capitals
1178410,2019,49752,Virat Kohli,Royal Challengers Bangalore,8813,Dinesh Karthik,Kolkata Knight Riders
1178411,2019,48405,Rohit Sharma,Mumbai Indians,50281,Steven Smith,Rajasthan Royals
1178412,2019,12894,Ravichandran Ashwin,Kings XI Punjab,71331,Shreyas Iyer,Delhi Capitals
1178413,2019,8813,Dinesh Karthik,Kolkata Knight Riders,51088,Kane Williamson,Sunrisers Hyderabad
1178414,2019,49752,Virat Kohli,Royal Challengers Bangalore,7593,MS Dhoni,Chennai Super Kings
1178415,2019,50281,Steven Smith,Rajasthan Royals,71331,Shreyas Iyer,Delhi Capitals
1178416,2019,54282,Bhuvneshwar Kumar,Sunrisers Hyderabad,7593,MS Dhoni,Chennai Super Kings
1178417,2019,49752,Virat Kohli,Royal Challengers Bangalore,12894,Ravichandran Ashwin,Kings XI Punjab
1178418,2019,8813,Dinesh Karthik,Kolkata Knight Riders,50281,Steven Smith,Rajasthan Royals
1178419,2019,48405,Rohit Sharma,Mumbai Indians,15716,Suresh Raina,Chennai Super Kings
1178420,2019,51088,Kane Williamson,Sunrisers Hyderabad,50281,Steven Smith,Rajasthan Royals
1178421,2019,71331,Shreyas Iyer,Delhi Capitals,49752,Virat Kohli,Royal Challengers Bangalore
1178422,2019,8813,Dinesh Karthik,Kolkata Knight Riders,48405,Rohit Sharma,Mumbai Indians
1178423,2019,51088,Kane Williamson,Sunrisers Hyderabad,12894,Ravichandran Ashwin,Kings XI Punjab
1178424,2019,49752,Virat Kohli,Royal Challengers Bangalore,50281,Steven Smith,Rajasthan Royals
1178425,2019,7593,MS Dhoni,Chennai Super Kings,71331,Shreyas Iyer,Delhi Capitals
1178426,2019,48405,Rohit Sharma,Mumbai Indians,51088,Kane Williamson,Sunrisers Hyderabad
1178427,2019,12894,Ravichandran Ashwin,Kings XI Punjab,8813,Dinesh Karthik,Kolkata Knight Riders
1178428,2019,51096,Ajinkya Rahane,Rajasthan Royals,71331,Shreyas Iyer,Delhi Capitals
1178429,2019,51088,Kane Williamson,Sunrisers Hyderabad,49752,Virat Kohli,Royal Challengers Bangalore
1178430,2019,7593,MS Dhoni,Chennai Super Kings,12894,Ravichandran Ashwin,Kings XI Punjab
1178431,2019,8813,Dinesh Karthik,Kolkata Knight Riders,48405,Rohit Sharma,Mumbai Indians
1181764,2019,7593,MS Dhoni,Chennai Super Kings,48405,Rohit Sharma,Mumbai Indians
1181766,2019,51088,Kane Williamson,Sunrisers Hyderabad,71331,Shreyas Iyer,Delhi Capitals
1181767,2019,71331,Shreyas Iyer,Delhi Capitals,7593,MS Dhoni,Chennai Super Kings
1181768,2019,48405,Rohit Sharma,Mumbai Indians,7593,MS Dhoni,Chennai Super Kings
1216492,2020,48405,Rohit Sharma,Mumbai Indians,7593,MS Dhoni,Chennai Super Kings
1216493,2020,71331,Shreyas Iyer,Delhi Capitals,60530,KL Rahul,Kings XI Punjab
1216494,2020,47055,Eoin Morgan,Kolkata Knight Riders,49752,Virat Kohli,Royal Challengers Bangalore
1216495,2020,48405,Rohit Sharma,Mumbai Indians,48739,David Warner,Sunrisers Hyderabad
1216496,2020,50281,Steven Smith,Rajasthan Royals,7593,MS Dhoni,Chennai Super Kings
1216497,2020,47055,Eoin Morgan,Kolkata Knight Riders,71331,Shreyas Iyer,Delhi Capitals
1216498,2020,60530,KL Rahul,Kings XI Punjab,48739,David Warner,Sunrisers Hyderabad
1216499,2020,49752,Virat Kohli,Royal Challengers Bangalore,49040,Kieron Pollard,Mumbai Indians
1216500,2020,71331,Shreyas Iyer,Delhi Capitals,50281,Steven Smith,Rajasthan Royals
1216501,2020,8813,Dinesh Karthik,Kolkata Knight Riders,7593,MS Dhoni,Chennai Super Kings
1216502,2020,49752,Virat Kohli,Royal Challengers Bangalore,48739,David Warner,Sunrisers Hyderabad
1216503,2020,48405,Rohit Sharma,Mumbai Indians,60530,KL Rahul,Kings XI Punjab
1216504,2020,8813,Dinesh Karthik,Kolkata Knight Riders,50281,Steven Smith,Rajasthan Royals
1216505,2020,49752,Virat Kohli,Royal Challengers Bangalore,71331,Shreyas Iyer,Delhi Capitals
1216506,2020,60530,KL Rahul,Kings XI Punjab,7593,MS Dhoni,Chennai Super Kings
1216507,2020,48739,David Warner,Sunrisers Hyderabad,50281,Steven Smith,Rajasthan Royals
1216508,2020,48405,Rohit Sharma,Mumbai Indians,8813,Dinesh Karthik,Kolkata Knight Riders
1216509,2020,7593,MS Dhoni,Chennai Super Kings,71331,Shreyas Iyer,Delhi Capitals
1216510,2020,60530,KL Rahul,Kings XI Punjab,49752,Virat Kohli,Royal Challengers Bangalore
1216511,2020,48405,Rohit Sharma,Mumbai Indians,50281,Steven Smith,Rajasthan Royals
1216512,2020,47055,Eoin Morgan,Kolkata Knight Riders,48739,David Warner,Sunrisers Hyderabad
1216513,2020,60530,KL Rahul,Kings XI Punjab,7593,MS Dhoni,Chennai Super Kings
1216514,2020,50281,Steven Smith,Rajasthan Royals,49752,Virat Kohli,Royal Challengers Bangalore
1216515,2020,71331,Shreyas Iyer,Delhi Capitals,8813,Dinesh Karthik,Kolkata Knight Riders
1216516,2020,48739,David Warner,Sunrisers Hyderabad,7593,MS Dhoni,Chennai Super Kings
1216517,2020,48405,Rohit Sharma,Mumbai Indians,60530,KL Rahul,Kings XI Punjab
1216518,2020,50281,Steven Smith,Rajasthan Royals,48739,David Warner,Sunrisers Hyderabad
1216519,2020,71331,Shreyas Iyer,Delhi Capitals,49752,Virat Kohli,Royal Challengers Bangalore
1216520,2020,47055,Eoin Morgan,Kolkata Knight Riders,60530,KL Rahul,Kings XI Punjab
1216521,2020,7593,MS Dhoni,Chennai Super Kings,49040,Kieron Pollard,Mumbai Indians
1216522,2020,50281,Steven Smith,Rajasthan Royals,49752,Virat Kohli,Royal Challengers Bangalore
1216523,2020,8813,Dinesh Karthik,Kolkata Knight Riders,60530,KL Rahul,Kings XI Punjab
1216524,2020,48739,David Warner,Sunrisers Hyderabad,71331,Shreyas Iyer,Delhi Capitals
1216525,2020,49752,Virat Kohli,Royal Challengers Bangalore,7593,MS Dhoni,Chennai Super Kings
1216526,2020,47055,Eoin Morgan,Kolkata Knight Riders,48405,Rohit Sharma,Mumbai Indians
1216527,2020,60530,KL Rahul,Kings XI Punjab,50281,Steven Smith,Rajasthan Royals
1216528,2020,7593,MS Dhoni,Chennai Super Kings,48739,David Warner,Sunrisers Hyderabad
1216529,2020,71331,Shreyas Iyer,Delhi Capitals,48405,Rohit Sharma,Mumbai Indians
1216530,2020,47055,Eoin Morgan,Kolkata Knight Riders,50281,Steven Smith,Rajasthan Royals
1216531,2020,49752,Virat Kohli,Royal Challengers Bangalore,60530,KL Rahul,Kings XI Punjab
1216532,2020,48739,David Warner,Sunrisers Hyderabad,71331,Shreyas Iyer,Delhi Capitals
1216533,2020,7593,MS Dhoni,Chennai Super Kings,50281,Steven Smith,Rajasthan Royals
1216534,2020,49752,Virat Kohli,Royal Challengers Bangalore,48739,David Warner,Sunrisers Hyderabad
1216535,2020,71331,Shreyas Iyer,Delhi Capitals,49040,Kieron Pollard,Mumbai Indians
1216536,2020,47055,Eoin Morgan,Kolkata Knight Riders,7593,MS Dhoni,Chennai Super Kings
1216537,2020,60530,KL Rahul,Kings XI Punjab,50281,Steven Smith,Rajasthan Royals
1216538,2020,48405,Rohit Sharma,Mumbai Indians,48739,David Warner,Sunrisers Hyderabad
1216539,2020,71331,Shreyas Iyer,Delhi Capitals,7593,MS Dhoni,Chennai Super Kings
1216540,2020,49752,Virat Kohli,Royal Challengers Bangalore,8813,Dinesh Karthik,Kolkata Knight Riders
1216541,2020,49040,Kieron Pollard,Mumbai Indians,50281,Steven Smith,Rajasthan Royals
1216542,2020,48739,David Warner,Sunrisers Hyderabad,60530,KL Rahul,Kings XI Punjab
1216543,2020,71331,Shreyas Iyer,Delhi Capitals,50281,Steven Smith,Rajasthan Royals
1216544,2020,49752,Virat Kohli,Royal Challengers Bangalore,7593,MS Dhoni,Chennai Super Kings
1216545,2020,48739,David Warner,Sunrisers Hyderabad,8813,Dinesh Karthik,Kolkata Knight Riders
1216546,2020,71331,Shreyas Iyer,Delhi Capitals,60530,KL Rahul,Kings XI Punjab
1216547,2020,49752,Virat Kohli,Royal Challengers Bangalore,48405,Rohit Sharma,Mumbai Indians
1237177,2020,48405,Rohit Sharma,Mumbai Indians,71331,Shreyas Iyer,Delhi Capitals
1237178,2020,49752,Virat Kohli,Royal Challengers Bangalore,48739,David Warner,Sunrisers Hyderabad
1237180,2020,71331,Shreyas Iyer,Delhi Capitals,48739,David Warner,Sunrisers Hyderabad
1237181,2020,71331,Shreyas Iyer,Delhi Capitals,48405,Rohit Sharma,Mumbai Indians
1254058,2021,48405,Rohit Sharma,Mumbai Indians,49752,Virat Kohli,Royal Challengers Bangalore
1254059,2021,7593,MS Dhoni,Chennai Super Kings,86165,Rishabh Pant,Delhi Capitals
1254060,2021,47055,Eoin Morgan,Kolkata Knight Riders,48739,David Warner,Sunrisers Hyderabad
1254061,2021,60530,KL Rahul,Punjab Kings,60806,Sanju Samson,Rajasthan Royals
1254062,2021,48405,Rohit Sharma,Mumbai Indians,47055,Eoin Morgan,Kolkata Knight Riders
1254063,2021,49752,Virat Kohli,Royal Challengers Bangalore,48739,David Warner,Sunrisers Hyderabad
1254064,2021,86165,Rishabh Pant,Delhi Capitals,60806,Sanju Samson,Rajasthan Royals
1254065,2021,60530,KL Rahul,Punjab Kings,7593,MS Dhoni,Chennai Super Kings
1254066,2021,48405,Rohit Sharma,Mumbai Indians,48739,David Warner,Sunrisers Hyderabad
1254067,2021,49752,Virat Kohli,Royal Challengers Bangalore,47055,Eoin Morgan,Kolkata Knight Riders
1254068,2021,60530,KL Rahul,Punjab Kings,86165,Rishabh Pant,Delhi Capitals
1254069,2021,7593,MS Dhoni,Chennai Super Kings,60806,Sanju Samson,Rajasthan Royals
1254070,2021,48405,Rohit Sharma,Mumbai Indians,86165,Rishabh Pant,Delhi Capitals
1254071,2021,60530,KL Rahul,Punjab Kings,48739,David Warner,Sunrisers Hyderabad
1254072,2021,7593,MS Dhoni,Chennai Super Kings,47055,Eoin Morgan,Kolkata Knight Riders
1254073,2021,60806,Sanju Samson,Rajasthan Royals,49752,Virat Kohli,Royal Challengers Bangalore
1254074,2021,48405,Rohit Sharma,Mumbai Indians,60530,KL Rahul,Punjab Kings
1254075,2021,47055,Eoin Morgan,Kolkata Knight Riders,60806,Sanju Samson,Rajasthan Royals
1254076,2021,7593,MS Dhoni,Chennai Super Kings,49752,Virat Kohli,Royal Challengers Bangalore
1254077,2021,86165,Rishabh Pant,Delhi Capitals,48739,David Warner,Sunrisers Hyderabad
1254078,2021,60530,KL Rahul,Punjab Kings,47055,Eoin Morgan,Kolkata Knight Riders
1254079,2021,49752,Virat Kohli,Royal Challengers Bangalore,86165,Rishabh Pant,Delhi Capitals
1254080,2021,48739,David Warner,Sunrisers Hyderabad,7593,MS Dhoni,Chennai Super Kings
1254081,2021,60806,Sanju Samson,Rajasthan Royals,48405,Rohit Sharma,Mumbai Indians
1254082,2021,47055,Eoin Morgan,Kolkata Knight Riders,86165,Rishabh Pant,Delhi Capitals
1254083,2021,60530,KL Rahul,Punjab Kings,49752,Virat Kohli,Royal Challengers Bangalore
1254084,2021,7593,MS Dhoni,Chennai Super Kings,48405,Rohit Sharma,Mumbai Indians
1254085,2021,60806,Sanju Samson,Rajasthan Royals,51088,Kane Williamson,Sunrisers Hyderabad
1254086,2021,59599,Mayank Agarwal,Punjab Kings,86165,Rishabh Pant,Delhi Capitals
1254087,2021,49752,Virat Kohli,Royal Challengers Bangalore,47055,Eoin Morgan,Kolkata Knight Riders
1254088,2021,48405,Rohit Sharma,Mumbai Indians,51454,Manish Pandey,Sunrisers Hyderabad
1254089,2021,7593,MS Dhoni,Chennai Super Kings,60806,Sanju Samson,Rajasthan Royals
1254090,2021,49752,Virat Kohli,Royal Challengers Bangalore,60530,KL Rahul,Punjab Kings
1254091,2021,51088,Kane Williamson,Sunrisers Hyderabad,7593,MS Dhoni,Chennai Super Kings
1254092,2021,86165,Rishabh Pant,Delhi Capitals,47055,Eoin Morgan,Kolkata Knight Riders
1254093,2021,60806,Sanju Samson,Rajasthan Royals,48405,Rohit Sharma,Mumbai Indians
1254094,2021,7593,MS Dhoni,Chennai Super Kings,60530,KL Rahul,Punjab Kings
1254095,2021,51088,Kane Williamson,Sunrisers Hyderabad,49752,Virat Kohli,Royal Challengers Bangalore
1254096,2021,48405,Rohit Sharma,Mumbai Indians,47055,Eoin Morgan,Kolkata Knight Riders
1254097,2021,86165,Rishabh Pant,Delhi Capitals,60806,Sanju Samson,Rajasthan Royals
1254098,2021,47055,Eoin Morgan,Kolkata Knight Riders,7593,MS Dhoni,Chennai Super Kings
1254099,2021,60530,KL Rahul,Punjab Kings,48405,Rohit Sharma,Mumbai Indians
1254100,2021,60806,Sanju Samson,Rajasthan Royals,51088,Kane Williamson,Sunrisers Hyderabad
1254101,2021,86165,Rishabh Pant,Delhi Capitals,49752,Virat Kohli,Royal Challengers Bangalore
1254102,2021,47055,Eoin Morgan,Kolkata Knight Riders,60530,KL Rahul,Punjab Kings
1254103,2021,60806,Sanju Samson,Rajasthan Royals,49752,Virat Kohli,Royal Challengers Bangalore
1254104,2021,7593,MS Dhoni,Chennai Super Kings,49040,Kieron Pollard,Mumbai Indians
1254105,2021,51088,Kane Williamson,Sunrisers Hyderabad,86165,Rishabh Pant,Delhi Capitals
1254106,2021,47055,Eoin Morgan,Kolkata Knight Riders,60806,Sanju Samson,Rajasthan Royals
1254107,2021,60530,KL Rahul,Punjab Kings,51088,Kane Williamson,Sunrisers Hyderabad
1254108,2021,49752,Virat Kohli,Royal Challengers Bangalore,48405,Rohit Sharma,Mumbai Indians
1254109,2021,51088,Kane Williamson,Sunrisers Hyderabad,47055,Eoin Morgan,Kolkata Knight Riders
1254110,2021,7593,MS Dhoni,Chennai Super Kings,86165,Rishabh Pant,Delhi Capitals
1254111,2021,60806,Sanju Samson,Rajasthan Royals,60530,KL Rahul,Punjab Kings
1254112,2021,48405,Rohit Sharma,Mumbai Indians,86165,Rishabh Pant,Delhi Capitals
1254113,2021,49752,Virat Kohli,Royal Challengers Bangalore,7593,MS Dhoni,Chennai Super Kings
1254114,2021,86165,Rishabh Pant,Delhi Capitals,7593,MS Dhoni,Chennai Super Kings
1254115,2021,49752,Virat Kohli,Royal Challengers Bangalore,47055,Eoin Morgan,Kolkata Knight Riders
1254116,2021,86165,Rishabh Pant,Delhi Capitals,47055,Eoin Morgan,Kolkata Knight Riders
1254117,2021,7593,MS Dhoni,Chennai Super Kings,47055,Eoin Morgan,Kolkata Knight Riders
1304047,2022,49247,Ravindra Jadeja,Chennai Super Kings,71331,Shreyas Iyer,Kolkata Knight Riders
1304048,2022,48405,Rohit Sharma,Mumbai Indians,86165,Rishabh Pant,Delhi Capitals
1304049,2022,46933,Faf du Plessis,Royal Challengers Bangalore,59599,Mayank Agarwal,Punjab Kings
1304050,2022,60530,KL Rahul,Lucknow Super Giants,70633,Hardik Pandya,Gujarat Titans
1304051,2022,60806,Sanju Samson,Rajasthan Royals,51088,Kane Williamson,Sunrisers Hyderabad
1304052,2022,71331,Shreyas Iyer,Kolkata Knight Riders,46933,Faf du Plessis,Royal Challengers Bangalore
1304053,2022,49247,Ravindra Jadeja,Chennai Super Kings,60530,KL Rahul,Lucknow Super Giants
1304054,2022,59599,Mayank Agarwal,Punjab Kings,71331,Shreyas Iyer,Kolkata Knight Riders
1304055,2022,60806,Sanju Samson,Rajasthan Royals,48405,Rohit Sharma,Mumbai Indians
1304056,2022,70633,Hardik Pandya,Gujarat Titans,86165,Rishabh Pant,Delhi Capitals
1304057,2022,59599,Mayank Agarwal,Punjab Kings,49247,Ravindra Jadeja,Chennai Super Kings
1304058,2022,60530,KL Rahul,Lucknow Super Giants,51088,Kane Williamson,Sunrisers Hyderabad
1304059,2022,60806,Sanju Samson,Rajasthan Royals,46933,Faf du Plessis,Royal Challengers Bangalore
1304060,2022,48405,Rohit Sharma,Mumbai Indians,71331,Shreyas Iyer,Kolkata Knight Riders
1304061,2022,86165,Rishabh Pant,Delhi Capitals,60530,KL Rahul,Lucknow Super Giants
1304062,2022,59599,Mayank Agarwal,Punjab Kings,70633,Hardik Pandya,Gujarat Titans
1304063,2022,49247,Ravindra Jadeja,Chennai Super Kings,51088,Kane Williamson,Sunrisers Hyderabad
1304064,2022,48405,Rohit Sharma,Mumbai Indians,46933,Faf du Plessis,Royal Challengers Bangalore
1304065,2022,86165,Rishabh Pant,Delhi Capitals,71331,Shreyas Iyer,Kolkata Knight Riders
1304066,2022,60806,Sanju Samson,Rajasthan Royals,60530,KL Rahul,Lucknow Super Giants
1304067,2022,70633,Hardik Pandya,Gujarat Titans,51088,Kane Williamson,Sunrisers Hyderabad
1304068,2022,49247,Ravindra Jadeja,Chennai Super Kings,46933,Faf du Plessis,Royal Challengers Bangalore
1304069,2022,59599,Mayank Agarwal,Punjab Kings,48405,Rohit Sharma,Mumbai Indians
1304070,2022,70633,Hardik Pandya,Gujarat Titans,60806,Sanju Samson,Rajasthan Royals
1304071,2022,71331,Shreyas Iyer,Kolkata Knight Riders,51088,Kane Williamson,Sunrisers Hyderabad
1304072,2022,60530,KL Rahul,Lucknow Super Giants,48405,Rohit Sharma,Mumbai Indians
1304073,2022,46933,Faf du Plessis,Royal Challengers Bangalore,86165,Rishabh Pant,Delhi Capitals
1304074,2022,15887,Shikhar Dhawan,Punjab Kings,51088,Kane Williamson,Sunrisers Hyderabad
1304075,2022,49247,Ravindra Jadeja,Chennai Super Kings,79159,Rashid Khan,Gujarat Titans
1304076,2022,60806,Sanju Samson,Rajasthan Royals,71331,Shreyas Iyer,Kolkata Knight Riders
1304077,2022,46933,Faf du Plessis,Royal Challengers Bangalore,60530,KL Rahul,Lucknow Super Giants
1304078,2022,59599,Mayank Agarwal,Punjab Kings,86165,Rishabh Pant,Delhi Capitals
1304079,2022,48405,Rohit Sharma,Mumbai Indians,49247,Ravindra Jadeja,Chennai Super Kings
1304080,2022,60806,Sanju Samson,Rajasthan Royals,86165,Rishabh Pant,Delhi Capitals
1304081,2022,70633,Hardik Pandya,Gujarat Titans,71331,Shreyas Iyer,Kolkata Knight Riders
1304082,2022,46933,Faf du Plessis,Royal Challengers Bangalore,51088,Kane Williamson,Sunrisers Hyderabad
1304083,2022,60530,KL Rahul,Lucknow Super Giants,48405,Rohit Sharma,Mumbai Indians
1304084,2022,59599,Mayank Agarwal,Punjab Kings,49247,Ravindra Jadeja,Chennai Super Kings
1304085,2022,60806,Sanju Samson,Rajasthan Royals,46933,Faf du Plessis,Royal Challengers Bangalore
1304086,2022,51088,Kane Williamson,Sunrisers Hyderabad,70633,Hardik Pandya,Gujarat Titans
1304087,2022,71331,Shreyas Iyer,Kolkata Knight Riders,86165,Rishabh Pant,Delhi Capitals
1304088,2022,60530,KL Rahul,Lucknow Super Giants,59599,Mayank Agarwal,Punjab Kings
1304089,2022,46933,Faf du Plessis,Royal Challengers Bangalore,70633,Hardik Pandya,Gujarat Titans
1304090,2022,60806,Sanju Samson,Rajasthan Royals,48405,Rohit Sharma,Mumbai Indians
1304091,2022,60530,KL Rahul,Lucknow Super Giants,86165,Rishabh Pant,Delhi Capitals
1304092,2022,7593,MS Dhoni,Chennai Super Kings,51088,Kane Williamson,Sunrisers Hyderabad
1304093,2022,60806,Sanju Samson,Rajasthan Royals,71331,Shreyas Iyer,Kolkata Knight Riders
1304094,2022,70633,Hardik Pandya,Gujarat Titans,59599,Mayank Agarwal,Punjab Kings
1304095,2022,46933,Faf du Plessis,Royal Challengers Bangalore,7593,MS Dhoni,Chennai Super Kings
1304096,2022,86165,Rishabh Pant,Delhi Capitals,51088,Kane Williamson,Sunrisers Hyderabad
1304097,2022,48405,Rohit Sharma,Mumbai Indians,70633,Hardik Pandya,Gujarat Titans
1304098,2022,59599,Mayank Agarwal,Punjab Kings,60806,Sanju Samson,Rajasthan Royals
1304099,2022,60530,KL Rahul,Lucknow Super Giants,71331,Shreyas Iyer,Kolkata Knight Riders
1304100,2022,46933,Faf du Plessis,Royal Challengers Bangalore,51088,Kane Williamson,Sunrisers Hyderabad
