match_id,season,captain1_id,captain1_name,captain1_team,captain2_id,captain2_name,captain2_team
1304101,2022,7593,MS Dhoni,Chennai Super Kings,86165,Rishabh Pant,Delhi Capitals
1304102,2022,71331,Shreyas Iyer,Kolkata Knight Riders,48405,Rohit Sharma,Mumbai Indians
1304103,2022,70633,Hardik Pandya,Gujarat Titans,60530,KL Rahul,Lucknow Super Giants
1304104,2022,60806,Sanju Samson,Rajasthan Royals,86165,Rishabh Pant,Delhi Capitals
1304105,2022,7593,MS Dhoni,Chennai Super Kings,48405,Rohit Sharma,Mumbai Indians
1304106,2022,59599,Mayank Agarwal,Punjab Kings,46933,Faf du Plessis,Royal Challengers Bangalore
1304107,2022,71331,Shreyas Iyer,Kolkata Knight Riders,51088,Kane Williamson,Sunrisers Hyderabad
1304108,2022,7593,MS Dhoni,Chennai Super Kings,70633,Hardik Pandya,Gujarat Titans
1304109,2022,60806,Sanju Samson,Rajasthan Royals,60530,KL Rahul,Lucknow Super Giants
1304110,2022,86165,Rishabh Pant,Delhi Capitals,59599,Mayank Agarwal,Punjab Kings
1304111,2022,51088,Kane Williamson,Sunrisers Hyderabad,48405,Rohit Sharma,Mumbai Indians
1304112,2022,60530,KL Rahul,Lucknow Super Giants,71331,Shreyas Iyer,Kolkata Knight Riders
1304113,2022,70633,Hardik Pandya,Gujarat Titans,46933,Faf du Plessis,Royal Challengers Bangalore
1304114,2022,7593,MS Dhoni,Chennai Super Kings,60806,Sanju Samson,Rajasthan Royals
1304115,2022,86165,Rishabh Pant,Delhi Capitals,48405,Rohit Sharma,Mumbai Indians
1304116,2022,54282,Bhuvneshwar Kumar,Sunrisers Hyderabad,59599,Mayank Agarwal,Punjab Kings
1312197,2022,60806,Sanju Samson,Rajasthan Royals,70633,Hardik Pandya,Gujarat Titans
1312198,2022,46933,Faf du Plessis,Royal Challengers Bangalore,60530,KL Rahul,Lucknow Super Giants
1312199,2022,46933,Faf du Plessis,Royal Challengers Bangalore,60806,Sanju Samson,Rajasthan Royals
1312200,2022,60806,Sanju Samson,Rajasthan Royals,70633,Hardik Pandya,Gujarat Titans
1359475,2023,7593,MS Dhoni,Chennai Super Kings,70633,Hardik Pandya,Gujarat Titans
1359476,2023,15887,Shikhar Dhawan,Punjab Kings,70411,Nitish Rana,Kolkata Knight Riders
1359477,2023,60530,KL Rahul,Lucknow Super Giants,48739,David Warner,Delhi Capitals
1359478,2023,60806,Sanju Samson,Rajasthan Royals,54282,Bhuvneshwar Kumar,Sunrisers Hyderabad
1359479,2023,48405,Rohit Sharma,Mumbai Indians,46933,Faf du Plessis,Royal Challengers Bangalore
1359480,2023,7593,MS Dhoni,Chennai Super Kings,60530,KL Rahul,Lucknow Super Giants
1359481,2023,48739,David Warner,Delhi Capitals,70633,Hardik Pandya,Gujarat Titans
1359482,2023,15887,Shikhar Dhawan,Punjab Kings,60806,Sanju Samson,Rajasthan Royals
1359483,2023,70411,Nitish Rana,Kolkata Knight Riders,46933,Faf du Plessis,Royal Challengers Bangalore
1359484,2023,70277,Aiden Markram,Sunrisers Hyderabad,60530,KL Rahul,Lucknow Super Giants
1359485,2023,60806,Sanju Samson,Rajasthan Royals,48739,David Warner,Delhi Capitals
1359486,2023,48405,Rohit Sharma,Mumbai Indians,7593,MS Dhoni,Chennai Super Kings
1359487,2023,79159,Rashid Khan,Gujarat Titans,70411,Nitish Rana,Kolkata Knight Riders
1359488,2023,15887,Shikhar Dhawan,Punjab Kings,70277,Aiden Markram,Sunrisers Hyderabad
1359489,2023,46933,Faf du Plessis,Royal Challengers Bangalore,60530,KL Rahul,Lucknow Super Giants
1359490,2023,48739,David Warner,Delhi Capitals,48405,Rohit Sharma,Mumbai Indians
1359491,2023,60806,Sanju Samson,Rajasthan Royals,7593,MS Dhoni,Chennai Super Kings
1359492,2023,15887,Shikhar Dhawan,Punjab Kings,70633,Hardik Pandya,Gujarat Titans
1359493,2023,70277,Aiden Markram,Sunrisers Hyderabad,70411,Nitish Rana,Kolkata Knight Riders
1359494,2023,46933,Faf du Plessis,Royal Challengers Bangalore,48739,David Warner,Delhi Capitals
1359495,2023,60530,KL Rahul,Lucknow Super Giants,72103,Sam Curran,Punjab Kings
1359496,2023,70411,Nitish Rana,Kolkata Knight Riders,61990,Suryakumar Yadav,Mumbai Indians
1359497,2023,70633,Hardik Pandya,Gujarat Titans,60806,Sanju Samson,Rajasthan Royals
1359498,2023,7593,MS Dhoni,Chennai Super Kings,46933,Faf du Plessis,Royal Challengers Bangalore
1359499,2023,48405,Rohit Sharma,Mumbai Indians,70277,Aiden Markram,Sunrisers Hyderabad
1359500,2023,60530,KL Rahul,Lucknow Super Giants,60806,Sanju Samson,Rajasthan Royals
1359501,2023,49752,Virat Kohli,Royal Challengers Bangalore,72103,Sam Curran,Punjab Kings
1359502,2023,70411,Nitish Rana,Kolkata Knight Riders,48739,David Warner,Delhi Capitals
1359503,2023,70277,Aiden Markram,Sunrisers Hyderabad,7593,MS Dhoni,Chennai Super Kings
1359504,2023,70633,Hardik Pandya,Gujarat Titans,60530,KL Rahul,Lucknow Super Giants
1359505,2023,72103,Sam Curran,Punjab Kings,48405,Rohit Sharma,Mumbai Indians
1359506,2023,49752,Virat Kohli,Royal Challengers Bangalore,60806,Sanju Samson,Rajasthan Royals
1359507,2023,7593,MS Dhoni,Chennai Super Kings,70411,Nitish Rana,Kolkata Knight Riders
1359508,2023,48739,David Warner,Delhi Capitals,70277,Aiden Markram,Sunrisers Hyderabad
1359509,2023,70633,Hardik Pandya,Gujarat Titans,48405,Rohit Sharma,Mumbai Indians
1359510,2023,70411,Nitish Rana,Kolkata Knight Riders,49752,Virat Kohli,Royal Challengers Bangalore
1359511,2023,60806,Sanju Samson,Rajasthan Royals,7593,MS Dhoni,Chennai Super Kings
1359512,2023,60530,KL Rahul,Lucknow Super Giants,15887,Shikhar Dhawan,Punjab Kings
1359513,2023,70411,Nitish Rana,Kolkata Knight Riders,70633,Hardik Pandya,Gujarat Titans
1359514,2023,70277,Aiden Markram,Sunrisers Hyderabad,48739,David Warner,Delhi Capitals
1359515,2023,7593,MS Dhoni,Chennai Super Kings,15887,Shikhar Dhawan,Punjab Kings
1359516,2023,60806,Sanju Samson,Rajasthan Royals,48405,Rohit Sharma,Mumbai Indians
1359517,2023,46933,Faf du Plessis,Royal Challengers Bangalore,60530,KL Rahul,Lucknow Super Giants
1359518,2023,48739,David Warner,Delhi Capitals,70633,Hardik Pandya,Gujarat Titans
1359519,2023,63224,Krunal Pandya,Lucknow Super Giants,7593,MS Dhoni,Chennai Super Kings
1359520,2023,15887,Shikhar Dhawan,Punjab Kings,48405,Rohit Sharma,Mumbai Indians
1359521,2023,70411,Nitish Rana,Kolkata Knight Riders,70277,Aiden Markram,Sunrisers Hyderabad
1359522,2023,60806,Sanju Samson,Rajasthan Royals,70633,Hardik Pandya,Gujarat Titans
1359523,2023,48405,Rohit Sharma,Mumbai Indians,7593,MS Dhoni,Chennai Super Kings
1359524,2023,46933,Faf du Plessis,Royal Challengers Bangalore,48739,David Warner,Delhi Capitals
1359525,2023,70633,Hardik Pandya,Gujarat Titans,63224,Krunal Pandya,Lucknow Super Giants
1359526,2023,60806,Sanju Samson,Rajasthan Royals,70277,Aiden Markram,Sunrisers Hyderabad
1359527,2023,15887,Shikhar Dhawan,Punjab Kings,70411,Nitish Rana,Kolkata Knight Riders
1359528,2023,46933,Faf du Plessis,Royal Challengers Bangalore,48405,Rohit Sharma,Mumbai Indians
1359529,2023,7593,MS Dhoni,Chennai Super Kings,48739,David Warner,Delhi Capitals
1359530,2023,70411,Nitish Rana,Kolkata Knight Riders,60806,Sanju Samson,Rajasthan Royals
1359531,2023,48405,Rohit Sharma,Mumbai Indians,70633,Hardik Pandya,Gujarat Titans
1359532,2023,70277,Aiden Markram,Sunrisers Hyderabad,63224,Krunal Pandya,Lucknow Super Giants
1359533,2023,15887,Shikhar Dhawan,Punjab Kings,48739,David Warner,Delhi Capitals
1359534,2023,46933,Faf du Plessis,Royal Challengers Bangalore,60806,Sanju Samson,Rajasthan Royals
1359535,2023,7593,MS Dhoni,Chennai Super Kings,70411,Nitish Rana,Kolkata Knight Riders
1359536,2023,70633,Hardik Pandya,Gujarat Titans,70277,Aiden Markram,Sunrisers Hyderabad
1359537,2023,63224,Krunal Pandya,Lucknow Super Giants,48405,Rohit Sharma,Mumbai Indians
1359538,2023,48739,David Warner,Delhi Capitals,15887,Shikhar Dhawan,Punjab Kings
1359539,2023,70277,Aiden Markram,Sunrisers Hyderabad,46933,Faf du Plessis,Royal Challengers Bangalore
1359540,2023,15887,Shikhar Dhawan,Punjab Kings,60806,Sanju Samson,Rajasthan Royals
1359541,2023,7593,MS Dhoni,Chennai Super Kings,48739,David Warner,Delhi Capitals
1359542,2023,63224,Krunal Pandya,Lucknow Super Giants,70411,Nitish Rana,Kolkata Knight Riders
1359543,2023,70277,Aiden Markram,Sunrisers Hyderabad,48405,Rohit Sharma,Mumbai Indians
1359544,2023,46933,Faf du Plessis,Royal Challengers Bangalore,70633,Hardik Pandya,Gujarat Titans
1370350,2023,7593,MS Dhoni,Chennai Super Kings,70633,Hardik Pandya,Gujarat Titans
1370351,2023,48405,Rohit Sharma,Mumbai Indians,63224,Krunal Pandya,Lucknow Super Giants
1370352,2023,70633,Hardik Pandya,Gujarat Titans,48405,Rohit Sharma,Mumbai Indians
1370353,2023,70633,Hardik Pandya,Gujarat Titans,7593,MS Dhoni,Chennai Super Kings
1422119,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,95094,Ruturaj Gaikwad,Chennai Super Kings
1422120,2024,86165,Rishabh Pant,Delhi Capitals,15887,Shikhar Dhawan,Punjab Kings
1422121,2024,71331,Shreyas Iyer,Kolkata Knight Riders,64244,Pat Cummins,Sunrisers Hyderabad
1422122,2024,60806,Sanju Samson,Rajasthan Royals,60530,KL Rahul,Lucknow Super Giants
1422123,2024,95316,Shubman Gill,Gujarat Titans,70633,Hardik Pandya,Mumbai Indians
1422124,2024,15887,Shikhar Dhawan,Punjab Kings,46933,Faf du Plessis,Royal Challengers Bengaluru
1422125,2024,95094,Ruturaj Gaikwad,Chennai Super Kings,95316,Shubman Gill,Gujarat Titans
1422126,2024,64244,Pat Cummins,Sunrisers Hyderabad,70633,Hardik Pandya,Mumbai Indians
1422127,2024,60806,Sanju Samson,Rajasthan Royals,86165,Rishabh Pant,Delhi Capitals
1422128,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,71331,Shreyas Iyer,Kolkata Knight Riders
1422129,2024,70405,Nicholas Pooran,Lucknow Super Giants,15887,Shikhar Dhawan,Punjab Kings
1422130,2024,64244,Pat Cummins,Sunrisers Hyderabad,95316,Shubman Gill,Gujarat Titans
1422131,2024,86165,Rishabh Pant,Delhi Capitals,95094,Ruturaj Gaikwad,Chennai Super Kings
1422132,2024,70633,Hardik Pandya,Mumbai Indians,60806,Sanju Samson,Rajasthan Royals
1422133,2024,60530,KL Rahul,Lucknow Super Giants,46933,Faf du Plessis,Royal Challengers Bengaluru
1422134,2024,71331,Shreyas Iyer,Kolkata Knight Riders,86165,Rishabh Pant,Delhi Capitals
1422135,2024,95316,Shubman Gill,Gujarat Titans,15887,Shikhar Dhawan,Punjab Kings
1422136,2024,95094,Ruturaj Gaikwad,Chennai Super Kings,64244,Pat Cummins,Sunrisers Hyderabad
1422137,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,60806,Sanju Samson,Rajasthan Royals
1422138,2024,70633,Hardik Pandya,Mumbai Indians,86165,Rishabh Pant,Delhi Capitals
1422139,2024,60530,KL Rahul,Lucknow Super Giants,95316,Shubman Gill,Gujarat Titans
1426260,2024,71331,Shreyas Iyer,Kolkata Knight Riders,95094,Ruturaj Gaikwad,Chennai Super Kings
1426261,2024,64244,Pat Cummins,Sunrisers Hyderabad,15887,Shikhar Dhawan,Punjab Kings
1426262,2024,60806,Sanju Samson,Rajasthan Royals,95316,Shubman Gill,Gujarat Titans
1426263,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,70633,Hardik Pandya,Mumbai Indians
1426264,2024,60530,KL Rahul,Lucknow Super Giants,86165,Rishabh Pant,Delhi Capitals
1426265,2024,72103,Sam Curran,Punjab Kings,60806,Sanju Samson,Rajasthan Royals
1426266,2024,60530,KL Rahul,Lucknow Super Giants,71331,Shreyas Iyer,Kolkata Knight Riders
1426267,2024,95094,Ruturaj Gaikwad,Chennai Super Kings,70633,Hardik Pandya,Mumbai Indians
1426268,2024,64244,Pat Cummins,Sunrisers Hyderabad,46933,Faf du Plessis,Royal Challengers Bengaluru
1426269,2024,71331,Shreyas Iyer,Kolkata Knight Riders,60806,Sanju Samson,Rajasthan Royals
1426270,2024,95316,Shubman Gill,Gujarat Titans,86165,Rishabh Pant,Delhi Capitals
1426271,2024,70633,Hardik Pandya,Mumbai Indians,72103,Sam Curran,Punjab Kings
1426272,2024,95094,Ruturaj Gaikwad,Chennai Super Kings,60530,KL Rahul,Lucknow Super Giants
1426273,2024,64244,Pat Cummins,Sunrisers Hyderabad,86165,Rishabh Pant,Delhi Capitals
1426274,2024,71331,Shreyas Iyer,Kolkata Knight Riders,46933,Faf du Plessis,Royal Challengers Bengaluru
1426275,2024,72103,Sam Curran,Punjab Kings,95316,Shubman Gill,Gujarat Titans
1426276,2024,70633,Hardik Pandya,Mumbai Indians,60806,Sanju Samson,Rajasthan Royals
1426277,2024,95094,Ruturaj Gaikwad,Chennai Super Kings,60530,KL Rahul,Lucknow Super Giants
1426278,2024,86165,Rishabh Pant,Delhi Capitals,95316,Shubman Gill,Gujarat Titans
1426279,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,64244,Pat Cummins,Sunrisers Hyderabad
1426280,2024,71331,Shreyas Iyer,Kolkata Knight Riders,72103,Sam Curran,Punjab Kings
1426281,2024,86165,Rishabh Pant,Delhi Capitals,70633,Hardik Pandya,Mumbai Indians
1426282,2024,60530,KL Rahul,Lucknow Super Giants,60806,Sanju Samson,Rajasthan Royals
1426283,2024,95316,Shubman Gill,Gujarat Titans,46933,Faf du Plessis,Royal Challengers Bengaluru
1426284,2024,95094,Ruturaj Gaikwad,Chennai Super Kings,64244,Pat Cummins,Sunrisers Hyderabad
1426285,2024,86165,Rishabh Pant,Delhi Capitals,71331,Shreyas Iyer,Kolkata Knight Riders
1426286,2024,70633,Hardik Pandya,Mumbai Indians,60530,KL Rahul,Lucknow Super Giants
1426287,2024,95094,Ruturaj Gaikwad,Chennai Super Kings,72103,Sam Curran,Punjab Kings
1426288,2024,64244,Pat Cummins,Sunrisers Hyderabad,60806,Sanju Samson,Rajasthan Royals
1426289,2024,71331,Shreyas Iyer,Kolkata Knight Riders,70633,Hardik Pandya,Mumbai Indians
1426290,2024,95316,Shubman Gill,Gujarat Titans,46933,Faf du Plessis,Royal Challengers Bengaluru
1426291,2024,95094,Ruturaj Gaikwad,Chennai Super Kings,72103,Sam Curran,Punjab Kings
1426292,2024,71331,Shreyas Iyer,Kolkata Knight Riders,60530,KL Rahul,Lucknow Super Giants
1426293,2024,64244,Pat Cummins,Sunrisers Hyderabad,70633,Hardik Pandya,Mumbai Indians
1426294,2024,86165,Rishabh Pant,Delhi Capitals,60806,Sanju Samson,Rajasthan Royals
1426295,2024,60530,KL Rahul,Lucknow Super Giants,64244,Pat Cummins,Sunrisers Hyderabad
1426296,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,72103,Sam Curran,Punjab Kings
1426297,2024,95316,Shubman Gill,Gujarat Titans,95094,Ruturaj Gaikwad,Chennai Super Kings
1426298,2024,71331,Shreyas Iyer,Kolkata Knight Riders,70633,Hardik Pandya,Mumbai Indians
1426299,2024,60806,Sanju Samson,Rajasthan Royals,95094,Ruturaj Gaikwad,Chennai Super Kings
1426300,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,67455,Axar Patel,Delhi Capitals
1426301,2024,95316,Shubman Gill,Gujarat Titans,71331,Shreyas Iyer,Kolkata Knight Riders
1426302,2024,86165,Rishabh Pant,Delhi Capitals,60530,KL Rahul,Lucknow Super Giants
1426303,2024,60806,Sanju Samson,Rajasthan Royals,72103,Sam Curran,Punjab Kings
1426304,2024,64244,Pat Cummins,Sunrisers Hyderabad,95316,Shubman Gill,Gujarat Titans
1426305,2024,60530,KL Rahul,Lucknow Super Giants,70633,Hardik Pandya,Mumbai Indians
1426306,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,95094,Ruturaj Gaikwad,Chennai Super Kings
1426307,2024,75347,Jitesh Sharma,Punjab Kings,64244,Pat Cummins,Sunrisers Hyderabad
1426308,2024,60806,Sanju Samson,Rajasthan Royals,71331,Shreyas Iyer,Kolkata Knight Riders
1426309,2024,64244,Pat Cummins,Sunrisers Hyderabad,71331,Shreyas Iyer,Kolkata Knight Riders
1426310,2024,46933,Faf du Plessis,Royal Challengers Bengaluru,60806,Sanju Samson,Rajasthan Royals
1426311,2024,64244,Pat Cummins,Sunrisers Hyderabad,60806,Sanju Samson,Rajasthan Royals
1426312,2024,64244,Pat Cummins,Sunrisers Hyderabad,71331,Shreyas Iyer,Kolkata Knight Riders
1473438,2025,51096,Ajinkya Rahane,Kolkata Knight Riders,80645,Rajat Patidar,Royal Challengers Bengaluru
1473439,2025,64244,Pat Cummins,Sunrisers Hyderabad,96392,Riyan Parag,Rajasthan Royals
1473440,2025,61990,Suryakumar Yadav,Mumbai Indians,95094,Ruturaj Gaikwad,Chennai Super Kings
1473441,2025,86165,Rishabh Pant,Lucknow Super Giants,67455,Axar Patel,Delhi Capitals
1473442,2025,71331,Shreyas Iyer,Punjab Kings,95316,Shubman Gill,Gujarat Titans
1473443,2025,96392,Riyan Parag,Rajasthan Royals,51096,Ajinkya Rahane,Kolkata Knight Riders
1473444,2025,64244,Pat Cummins,Sunrisers Hyderabad,86165,Rishabh Pant,Lucknow Super Giants
1473445,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,95094,Ruturaj Gaikwad,Chennai Super Kings
1473446,2025,95316,Shubman Gill,Gujarat Titans,70633,Hardik Pandya,Mumbai Indians
1473447,2025,64244,Pat Cummins,Sunrisers Hyderabad,67455,Axar Patel,Delhi Capitals
1473448,2025,96392,Riyan Parag,Rajasthan Royals,95094,Ruturaj Gaikwad,Chennai Super Kings
1473449,2025,51096,Ajinkya Rahane,Kolkata Knight Riders,70633,Hardik Pandya,Mumbai Indians
1473450,2025,86165,Rishabh Pant,Lucknow Super Giants,71331,Shreyas Iyer,Punjab Kings
1473451,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,95316,Shubman Gill,Gujarat Titans
1473452,2025,51096,Ajinkya Rahane,Kolkata Knight Riders,64244,Pat Cummins,Sunrisers Hyderabad
1473453,2025,86165,Rishabh Pant,Lucknow Super Giants,70633,Hardik Pandya,Mumbai Indians
1473454,2025,67455,Axar Patel,Delhi Capitals,95094,Ruturaj Gaikwad,Chennai Super Kings
1473455,2025,60806,Sanju Samson,Rajasthan Royals,71331,Shreyas Iyer,Punjab Kings
1473456,2025,86165,Rishabh Pant,Lucknow Super Giants,51096,Ajinkya Rahane,Kolkata Knight Riders
1473457,2025,64244,Pat Cummins,Sunrisers Hyderabad,95316,Shubman Gill,Gujarat Titans
1473458,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,70633,Hardik Pandya,Mumbai Indians
1473459,2025,71331,Shreyas Iyer,Punjab Kings,95094,Ruturaj Gaikwad,Chennai Super Kings
1473460,2025,95316,Shubman Gill,Gujarat Titans,60806,Sanju Samson,Rajasthan Royals
1473461,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,67455,Axar Patel,Delhi Capitals
1473462,2025,7593,MS Dhoni,Chennai Super Kings,51096,Ajinkya Rahane,Kolkata Knight Riders
1473463,2025,95316,Shubman Gill,Gujarat Titans,86165,Rishabh Pant,Lucknow Super Giants
1473464,2025,71331,Shreyas Iyer,Punjab Kings,64244,Pat Cummins,Sunrisers Hyderabad
1473465,2025,60806,Sanju Samson,Rajasthan Royals,80645,Rajat Patidar,Royal Challengers Bengaluru
1473466,2025,70633,Hardik Pandya,Mumbai Indians,67455,Axar Patel,Delhi Capitals
1473467,2025,86165,Rishabh Pant,Lucknow Super Giants,7593,MS Dhoni,Chennai Super Kings
1473468,2025,71331,Shreyas Iyer,Punjab Kings,51096,Ajinkya Rahane,Kolkata Knight Riders
1473469,2025,67455,Axar Patel,Delhi Capitals,60806,Sanju Samson,Rajasthan Royals
1473470,2025,64244,Pat Cummins,Sunrisers Hyderabad,70633,Hardik Pandya,Mumbai Indians
1473471,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,71331,Shreyas Iyer,Punjab Kings
1473472,2025,67455,Axar Patel,Delhi Capitals,95316,Shubman Gill,Gujarat Titans
1473473,2025,86165,Rishabh Pant,Lucknow Super Giants,96392,Riyan Parag,Rajasthan Royals
1473474,2025,71331,Shreyas Iyer,Punjab Kings,80645,Rajat Patidar,Royal Challengers Bengaluru
1473475,2025,7593,MS Dhoni,Chennai Super Kings,70633,Hardik Pandya,Mumbai Indians
1473476,2025,95316,Shubman Gill,Gujarat Titans,51096,Ajinkya Rahane,Kolkata Knight Riders
1473477,2025,86165,Rishabh Pant,Lucknow Super Giants,67455,Axar Patel,Delhi Capitals
1473478,2025,64244,Pat Cummins,Sunrisers Hyderabad,70633,Hardik Pandya,Mumbai Indians
1473479,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,96392,Riyan Parag,Rajasthan Royals
1473480,2025,7593,MS Dhoni,Chennai Super Kings,64244,Pat Cummins,Sunrisers Hyderabad
1473481,2025,71331,Shreyas Iyer,Punjab Kings,51096,Ajinkya Rahane,Kolkata Knight Riders
1473482,2025,70633,Hardik Pandya,Mumbai Indians,86165,Rishabh Pant,Lucknow Super Giants
1473483,2025,67455,Axar Patel,Delhi Capitals,80645,Rajat Patidar,Royal Challengers Bengaluru
1473484,2025,95316,Shubman Gill,Gujarat Titans,96392,Riyan Parag,Rajasthan Royals
1473485,2025,51096,Ajinkya Rahane,Kolkata Knight Riders,67455,Axar Patel,Delhi Capitals
1473486,2025,7593,MS Dhoni,Chennai Super Kings,71331,Shreyas Iyer,Punjab Kings
1473487,2025,70633,Hardik Pandya,Mumbai Indians,96392,Riyan Parag,Rajasthan Royals
1473488,2025,95316,Shubman Gill,Gujarat Titans,64244,Pat Cummins,Sunrisers Hyderabad
1473489,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,7593,MS Dhoni,Chennai Super Kings
1473490,2025,51096,Ajinkya Rahane,Kolkata Knight Riders,96392,Riyan Parag,Rajasthan Royals
1473491,2025,71331,Shreyas Iyer,Punjab Kings,86165,Rishabh Pant,Lucknow Super Giants
1473492,2025,67455,Axar Patel,Delhi Capitals,64244,Pat Cummins,Sunrisers Hyderabad
1473493,2025,70633,Hardik Pandya,Mumbai Indians,95316,Shubman Gill,Gujarat Titans
1473494,2025,51096,Ajinkya Rahane,Kolkata Knight Riders,7593,MS Dhoni,Chennai Super Kings
1473496,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,51096,Ajinkya Rahane,Kolkata Knight Riders
1473497,2025,71331,Shreyas Iyer,Punjab Kings,60806,Sanju Samson,Rajasthan Royals
1473498,2025,67455,Axar Patel,Delhi Capitals,95316,Shubman Gill,Gujarat Titans
1473499,2025,86165,Rishabh Pant,Lucknow Super Giants,64244,Pat Cummins,Sunrisers Hyderabad
1473500,2025,7593,MS Dhoni,Chennai Super Kings,60806,Sanju Samson,Rajasthan Royals
1473501,2025,70633,Hardik Pandya,Mumbai Indians,46933,Faf du Plessis,Delhi Capitals
1473502,2025,86165,Rishabh Pant,Lucknow Super Giants,95316,Shubman Gill,Gujarat Titans
1473503,2025,64244,Pat Cummins,Sunrisers Hyderabad,75347,Jitesh Sharma,Royal Challengers Bengaluru
1473504,2025,7593,MS Dhoni,Chennai Super Kings,95316,Shubman Gill,Gujarat Titans
1473505,2025,64244,Pat Cummins,Sunrisers Hyderabad,51096,Ajinkya Rahane,Kolkata Knight Riders
1473506,2025,70633,Hardik Pandya,Mumbai Indians,71331,Shreyas Iyer,Punjab Kings
1473507,2025,86165,Rishabh Pant,Lucknow Super Giants,75347,Jitesh Sharma,Royal Challengers Bengaluru
1473508,2025,71331,Shreyas Iyer,Punjab Kings,80645,Rajat Patidar,Royal Challengers Bengaluru
1473509,2025,70633,Hardik Pandya,Mumbai Indians,95316,Shubman Gill,Gujarat Titans
1473510,2025,70633,Hardik Pandya,Mumbai Indians,71331,Shreyas Iyer,Punjab Kings
1473511,2025,80645,Rajat Patidar,Royal Challengers Bengaluru,71331,Shreyas Iyer,Punjab Kings
1485779,2025,71331,Shreyas Iyer,Punjab Kings,46933,Faf du Plessis,Delhi Capitals
